catalouge_id,scan_ref,ext_ref_no,general_shape,scanned_by,PSSA_metric_exterior,PSSA_metric_interior,precision_score_exterior,precision_score_interior,surface_variability_exterior_rmsd,surface_variability_interior_rmsd,geometric_mean_exterior_score,geometric_mean_interior_score,geometric_mean_exterior_RMSD_median,geometric_mean_exterior_C_median,geometric_mean_interior_RMSD_median,geometric_mean_interior_C_median,quality_score_exterior_metric,quality_score_interior_metric,quality_score_exterior_imperial,quality_score_interior_imperial,quality_exterior_metric_mean_rmsd,quality_exterior_metric_mean_c,quality_exterior_metric_stdev_c,quality_interior_metric_mean_rmsd,quality_interior_metric_mean_c,quality_interior_metric_stdev_c,quality_exterior_imperial_mean_rmsd,quality_exterior_imperial_mean_c,quality_exterior_imperial_stdev_c,quality_interior_imperial_mean_rmsd,quality_interior_imperial_mean_c,quality_interior_imperial_stdev_c
MV019,a,LDUCE-UC4978,Elliptical,Adam Young and Károly Póka,0.272490959839677,0.22382942596144,14.2591377125184,20.6197799137893,0.264821577530961,0.220220623167943,0.155969441830877,0.311080743487024,0.235229132470823,0.103416046003794,0.0867930141613866,0.103416046003794,390.080356841463,1024.62701352154,15.3575026568841,40.3396679850445,0.240294994833594,0.101464909115675,0.0483204528921937,0.102927369509725,0.746848297060906,0.174851346950911,9.46043797609806,3.99468361837505,1.90238106241096,4.05226083033484,29.4034921401176,6.88391501459207
MV019,b,LDUCE-UC4978,Elliptical,Max Fomitchev-Zamilov,0.264757490408888,0.183193267834021,15.3979752972662,30.5852703396196,0.254840348735413,0.180818906379487,0.151588699471018,0.397960249099591,0.260167277370811,0.0883244581698992,0.140143214509386,0.0883244581698992,386.923611910797,879.877839241046,15.2332212932893,34.6408785187039,0.242503457707047,0.0933075041702065,0.0511126500335443,0.13184326504426,0.40299320689484,0.345041367301946,9.5473853802722,3.67352576993145,2.01231014308564,5.19068252911903,15.8658828547705,13.5843131348143
MV020,a,LDUCE-UC5408A,Elliptical,Adam Young and Károly Póka,0.355158687629291,0.0461847045953216,8.95718801440417,463.819390659712,0.334128987637726,0.0464328722885105,0.127908904485787,0.0880729913151759,0.269621991364531,0.0606800942458529,0.0271915585099773,0.0606800942458529,419.631496212474,83.3740647674637,16.5209339690347,3.28244526730152,0.284706556145522,0.079758020773442,0.0551669192935106,0.0321996401070257,0.0269150590623667,0.0242593655980713,11.2089255861048,3.14008125365249,2.17192712927744,1.26770305097761,1.05964856679128,0.955093649532628
MV020,b,LDUCE-UC5408A,Elliptical,Max Fomitchev-Zamilov,0.391245767820214,0.0754861535013644,7.19944507739825,180.086325345212,0.372692358708191,0.0745177325891325,0.159891881345942,0.150785358031919,0.364159217152043,0.0702039451871702,0.0424347662750343,0.0702039451871702,456.679229715971,733.785520080155,17.9795069418408,28.8892093041077,0.333790288452538,0.0744915673627728,0.0483973739006608,0.0563994326412003,0.397110866497757,0.280275220941198,13.1413570354053,2.9327404562291,1.9054094502064,2.22045130302732,15.6342945251033,11.0344634759771
MV020,c,LDUCE-UC5408A,Elliptical,Max Fomitchev-Zamilov,0.382774499804898,0.102357145135358,7.54256881486836,97.0238766293567,0.364116499925219,0.10152212240543,0.13409496704214,0.124507848251642,0.304476943466491,0.0590568861514191,0.0540543898655178,0.0590568861514191,413.886588037852,234.248210552151,16.294756359709,9.22237547425924,0.313352610015903,0.0616861203693081,0.0388478576526414,0.0556009406499168,0.119887619216492,0.0587596506857425,12.3367235915871,2.4285887275517,1.52944404057026,2.18901459348129,4.7199875573152,2.31337332346275
MV021,a,LDUCE-UC6226,Elliptical,Adam Young and Károly Póka,0.335078726212001,0.10423079641297,9.61581998175205,90.8352624210597,0.322483009305252,0.104923498358364,0.0974810866600496,0.10466529430727,0.326068078377227,0.029142878087657,0.0559865928690562,0.029142878087657,412.012992062576,250.006779937674,16.2209926988028,9.84279192682423,0.313976560975339,0.0543191100343967,0.04371732105284,0.0591366796347826,0.116736756274677,0.0741333440282149,12.3612886032552,2.1385487939652,1.72115530158242,2.32821699088936,4.59593776820965,2.91863716772522
MV021,b,LDUCE-UC6226,Elliptical,Max Fomitchev-Zamilov,0.337900620923366,0.127008136926349,9.33263084614187,66.0814216472062,0.327339154419541,0.123015634552275,0.144701594418081,0.119097050552848,0.337306085409123,0.0620758187678059,0.0545582760831357,0.0620758187678059,424.375016469455,457.251146168588,16.7076868359041,18.0020233497719,0.31571047195921,0.068704586979887,0.0399599575303577,0.0648314257004468,0.244477123871436,0.147942596596705,12.4295528520813,2.70490645985685,1.57322752396593,2.55241971296916,9.62508881453082,5.82451482227195
MV022,a,LDUCE-UC5607,Circular,Max Fomitchev-Zamilov,0.389896787208786,0.160873877286732,6.68615182229703,37.2947375229476,0.38673357968325,0.163748082286911,0.206714901040505,0.17999590443967,0.277916851908189,0.15375480118889,0.0824737026096108,0.15375480118889,621.416055424276,446.613503201034,24.4652122436593,17.583218282375,0.324301909415047,0.178240368992889,0.11887377701634,0.0892274267800729,0.218658145158692,0.138727931262269,12.7677986038613,7.01734115128693,4.68007248851101,3.51289271507415,8.60859304071222,5.46173252658866
MV023,a,LDUCE-UC14996,Elliptical,Max Fomitchev-Zamilov,0.243708101764112,0.139472480726864,20.9003539871684,38.9905153723811,0.218737467239263,0.160147628586912,0.111065713499913,0.232024302149878,0.126585119260962,0.0974489954843293,0.0496856023711552,0.0974489954843293,389.289817027255,317.736723631041,15.3263790253447,12.5093265830264,0.118731350677123,0.158441675641523,0.112116790708609,0.0637971764283245,0.160663024373835,0.0932765228288809,4.67446514929341,6.23786461417431,4.414049261877,2.51170121570078,6.32531933590034,3.67230603142533
MV023,b,LDUCE-UC14996,Elliptical,Max Fomitchev-Zamilov,0.24849474930113,0.184498165433199,17.0167898787678,28.3308654427637,0.24241594474625,0.187875469670192,0.111992560472975,0.336366081996181,0.136206177736965,0.092083441512573,0.117491563605671,0.092083441512573,354.954824305331,493.609557254815,13.9746069283833,19.4334576300778,0.133903624469953,0.131669263445411,0.0893819363899666,0.101759910666417,0.266319836168689,0.12552981041971,5.27179908574449,5.18383206877218,3.51897577386663,4.0062978589279,10.4850385819449,4.94212118920502
MV024,a,LDUCE-UC15581,Elliptical,Max Fomitchev-Zamilov,0.807385008710705,0.288354110424869,1.84046361614102,14.2208298215469,0.737116922682292,0.265178024147607,0.39760643124449,1.05476950506185,0.839211466295025,0.188380259942019,0.281328653291398,0.188380259942019,989.426037388686,2228.16918601163,38.9538020345963,87.7232436701965,0.720120447991175,0.182915332555135,0.0863902568423767,0.29578631868493,1.01255391654469,0.919828950782014,28.3512140494573,7.20139493422891,3.40119305091006,11.6451369452576,39.864348949756,36.213757775183
MV024,b,LDUCE-UC15581,Elliptical,Max Fomitchev-Zamilov,,,1.85553754754163,18.4525280244213,0.734116738628497,0.232794150374704,0.3902546851831,1.09046140274926,0.810461942876245,0.18791594182309,0.291771225416495,0.18791594182309,978.20151127538,2445.14886603701,38.5118913190629,96.2657553707638,0.705943245387245,0.185403610511458,0.0868546553766774,0.373098665310963,1.092568822329,0.979481378397044,27.7930561652204,7.29935868619714,3.41947646764533,14.6889317631591,43.0145437919752,38.5622798156295
MV025,a,LDUCE-UC15585,Elliptical,Max Fomitchev-Zamilov,0.550353966341627,0.304638714512092,3.87018024205119,14.0227220426168,0.508316730697386,0.267044622652488,0.375582462302036,0.488213858062819,0.444135939787395,0.317610383110148,0.134372625412752,0.317610383110148,1080.63840056746,824.93259496881,42.5448418941808,32.4776787571815,0.453564114495893,0.403439563688983,0.223634722382579,0.137655181442811,0.390469294914133,0.296808118611866,17.8568645441148,15.8834559663916,8.80452138367437,5.41949825892161,15.3728151876989,11.685365310561
MV025,b,LDUCE-UC15585,Elliptical,Max Fomitchev-Zamilov,0.510690550708727,0.306536068597959,3.2897033551501,13.354603478237,0.55134270305527,0.273643099666731,0.315010884274962,0.503495626135837,0.485179029067863,0.204526270235422,0.135018743450447,0.204526270235422,993.902171236081,761.157934677921,39.1300278717816,29.9668640040632,0.572568802516161,0.255481625261658,0.165851743458262,0.140666735303432,0.345103387654514,0.275387811719974,22.5420910119415,10.058337134714,6.52959972512613,5.53806343556964,13.586754882297,10.8420456861966
MV026,a,LDUCE-UC15603,Circular,Max Fomitchec-Zamilov,0.148863551289981,0.0560133235104773,39.1826665649225,321.66954654907,0.159754465227385,0.0557564387065466,0.104077143643887,0.13492982006829,0.121575842769087,0.0890970737471588,0.0400906340568995,0.0890970737471588,315.612133788093,388.745898452276,12.4256812684506,15.304964896656,0.153382661770348,0.0951506315716189,0.0670788404461259,0.0406108932865546,0.179785406945973,0.168349598219749,6.03869073216478,3.74608988003779,2.64090065624802,1.59885492978098,7.07816945000365,6.62794051687133
MV027,a,LDUCE-UC15607,Elliptical,Max Fomitchev-Zamilov,0.403651272750012,0.0648920266802945,6.51298639942607,234.156535812014,0.391841034500897,0.0653501904842923,0.213501051766528,0.145761876383825,0.396635913630943,0.114923277340506,0.0378292779346183,0.114923277340506,548.481874368671,161.732400110738,21.593786242082,6.36742076559977,0.349778125319961,0.129578504552148,0.0691252444965614,0.0439807753324211,0.0687516565165023,0.0489999682618148,13.7707997716594,5.10151868206853,2.72146778835407,1.73152752291495,2.70675959222035,1.92913365046448
MV027,b,LDUCE-UC15607,Elliptical,Max Fomitchev-Zamilov,0.374222105924028,0.0670369729878219,7.70551437809983,222.504168700117,0.360246012533806,0.0670395243010984,0.181091798491079,0.143680339590317,0.352877830553044,0.0929336916103148,0.0421644983131609,0.0929336916103148,503.773686814423,170.943853178476,19.8336204272525,6.73007659402192,0.320117569280472,0.113722121669336,0.0699339958646153,0.0462221529703925,0.0703888207565638,0.0543328794515196,12.6030607143291,4.47725130233391,2.75330841058949,1.81977078465965,2.77121491206799,2.13909089729427
MV028,a,LDUCE-UC15626,Elliptical,Max Fomitchev-Zamilov,0.333156446662235,0.123473138643749,9.51377722434881,75.226511135287,0.324207838794711,0.115296079456997,0.156913687132747,0.153331280947321,0.279808982903993,0.087995406559345,0.0446380755539204,0.087995406559345,425.762322178077,331.074097976433,16.7623052003831,13.034420344742,0.272243252808809,0.0990996994466264,0.0544193699226425,0.0444288532584384,0.148977040689744,0.137668204028251,10.7182440874081,3.90156507718363,2.14249603579143,1.74916839567004,5.86524098965927,5.42001095941264
MV029,a,LDUCE-UC15655,Elliptical,Max Fomitchev-Zamilov,0.421883025808603,0.180032387783496,5.63966043342995,31.5893308615364,0.421088636931877,0.177922055274427,0.191351700123177,0.213785192250287,0.391670777805716,0.0934853331289196,0.051763485428782,0.0934853331289196,560.124573295667,381.473201119884,22.0521604631078,15.01863807541,0.382427471071453,0.112204539927242,0.065492562296972,0.0496568894715521,0.230954512360729,0.100861799287603,15.0562077788302,4.41750395738952,2.57844872688802,1.95499670418395,9.09270224709312,3.97093912413287
MV030,a,LDUCE-UC15658,Circular,Max Fomitchev-Zamilov,0.197295613666207,0.107498687832375,25.7313351414578,86.6020558065276,0.197137315965582,0.107457293813602,0.105386948556873,0.241728030594161,0.179848463229584,0.061754260929943,0.067435679391672,0.061754260929943,252.389809348422,232.324425656229,9.9366120330283,9.1466358705283,0.186847567143365,0.0424388210045376,0.0231034212005193,0.063092584543906,0.111218315182827,0.0580135259294961,7.356207403191,1.67082062683074,0.909584003006565,2.48396136275203,4.37867619057941,2.28399831719686
MV031,a,LDUCE-UC15719,Elliptical,Max Fomitchev-Zamilov,0.364727968659348,0.251590713915765,7.55517282413226,15.7671267729996,0.363812652250665,0.251839425664723,0.248780435184761,0.299889785619918,0.339286391464634,0.182417292552008,0.0729129043715171,0.182417292552008,632.287593775233,678.824496081935,24.8932257956903,26.7253882931954,0.329785516213555,0.19433264341312,0.108169434148558,0.0928103491845499,0.384513070333636,0.201501076563749,12.9836887518793,7.65089560443886,4.25864143937214,3.65395272843065,15.1383180303423,7.93311753442247
MV032,a,LDUCE-UC15629,Circular,Max Fomitchev-Zamilov,0.201116123736861,0.162318848688891,17.4046955619456,38.4777941833203,0.239699310310602,0.161211090730585,0.0997833888664724,0.298158728416644,0.143217890417052,0.0695215148378708,0.066883190441627,0.0695215148378708,369.510018932056,271.931630105608,14.5476463963569,10.7059754704208,0.181019920076358,0.0835835105876495,0.104906588268048,0.0663037064519673,0.131840178722561,0.0737877449310788,7.12677235539822,3.29069117018682,4.13018287077189,2.6103835533846,5.19056102032512,2.90503089671107
PV001,a,28.34608,Circular,Zeiss,0.0225742992974226,0.0355805640702394,1980.18893205793,797.600151302375,0.0224722566203878,0.0354084883328387,0.0104322887340655,0.0254276430128295,0.0173154829025191,0.00628527941401376,0.0293002215701453,0.00628527941401376,44.9638819844788,64.4686154348802,1.77023253011713,2.53813583653278,0.0298783513661692,0.00923668041754219,0.00584885020076747,0.0370284913485147,0.0171241554286609,0.0103159686577046,1.17631368112122,0.363649031706678,0.230269817289235,1.45781540724016,0.674179711641922,0.406140717650695
PV003,a,,Circular,Zeiss,0.0301051154796761,0.0759474032878634,1092.4068720687,166.917190561941,0.0302557406126937,0.0774015159803936,0.0280862348157246,0.0523409713915444,0.0259152707000292,0.0304390641045139,0.0607959932912572,0.0304390641045139,81.1806175448829,140.30832620185,3.19608903080379,5.52395283339947,0.0412801091822709,0.0245205743224633,0.0153799340401487,0.0775815538529225,0.037329433797816,0.0253973385511119,1.62520202651692,0.965377463132814,0.605509541154058,3.05439353334494,1.4696635415634,0.99989575849113
PV006,a,Unknown,Circular,Unknown,0.0400401317870822,0.0454128968131718,620.861513045359,479.376176009056,0.040133092912418,0.0456732353371757,0.0236559115180294,0.0641526203096376,0.0391782391948608,0.0142834941347298,0.0422802375666945,0.0142834941347298,96.2735512420871,59.594925979363,3.79029933975609,2.34625819530012,0.0485713531803079,0.0256388442273839,0.0220633538343953,0.0448537421867952,0.00982241279198168,0.00491877100058608,1.91225903184404,1.00940386111653,0.868636446795527,1.76589631526835,0.386709373861598,0.193652506170174
REF01,a,Zeiss reference sphere,Circular,Max Fomitchev-Zamilov,,,43942.8870044462,,,,0.00652622402984445,,0.0176063164245039,0.00241910908907905,,,27.5599179516921,,1.08503672574991,,0.0214424625959074,0.00365205263238667,0.00246540272339802,,,,0.844191896647134,0.143781677342327,0.0970631517604524,,,
RV001,a,CNC machined replica,Circular,Unknown,0.108278536891322,0.518346637633005,83.8648330116423,3.67893863716189,0.109196836486588,0.521361224454279,0.0765841438505734,0.295217880643349,0.107033247133101,0.0547972825867065,0.081847036132337,0.0547972825867065,258.051439312255,1138.65742876348,10.1595109708674,44.8290568361611,0.119524493076344,0.0768870114989969,0.0616399347369145,0.101359411935717,0.691031141730859,0.346266875096905,4.70569124486497,3.02704933141666,2.4267703945858,3.99053018385039,27.2059651530581,13.6325614992526
RV002,a,Replica created using hand tools and a ball-bearing rotary table,Circular,Unknown,0.144874702625389,0.371230028493616,46.6994637566461,7.2436319193547,0.146333598728704,0.371553890487431,0.0684537064453333,0.532732868130441,0.11010251262876,0.0425595185270989,0.359017540164671,0.0425595185270989,206.148281821885,564.661163459116,8.1160784701558,22.2307664715018,0.122377153243955,0.0491212428081155,0.0346498857698145,0.348810607926424,0.147937495708373,0.0679130598243187,4.81800076092984,1.93390824147979,1.36416946774617,13.7327085151241,5.82431399978823,2.67374395658941
RV003,a,,Circular,Unknown,0.497213532968791,0.546586536097458,1.46056061889661,1.53369698954746,0.827447047064529,0.807477105263831,0.561780444535434,0.871153013257101,0.546497276989032,0.577491016243002,0.349877681546487,0.577491016243002,1667.5682120474,1875.93137474191,65.6523272651273,73.8556058167264,0.586814327108819,0.603895282881375,0.476858602057206,0.401988625678026,0.901064917354763,0.572877831709119,23.1029387397069,23.775417676568,18.7739708488524,15.8263323918064,35.4750159027488,22.5542575221712
